skill,kg_display_skill,skill_type,confirmation_min_job_mentions,first_seen_month,first_seen_standard_jobs,first_seen_job_count,is_left_censored,migration_confidence,migration_interpretation,latest_seen_month,latest_covered_job_count,cumulative_covered_job_count,spread_job_count,spread_standard_jobs,all_standard_jobs,confirmed_first_seen_month,confirmed_first_seen_standard_jobs,confirmed_first_seen_job_count,confirmed_cumulative_covered_job_count,confirmed_spread_job_count,confirmed_spread_standard_jobs,confirmed_migration_path,peak_monthly_covered_job_count,peak_monthly_covered_job_month,total_skill_mentions,migration_path,updated_at
DeepSpeed,大模型,new,2,2024-12,AI Infra工程师; 大模型算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,9,7,多模态算法工程师; 系统软件工程师; 云计算工程师; NLP算法工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,AI Infra工程师; 大模型算法工程师; 多模态算法工程师; 系统软件工程师; 云计算工程师; NLP算法工程师; DevOps工程师; 后端开发工程师; 解决方案工程师,2024-12,AI Infra工程师,1,6,5,大模型算法工程师; 系统软件工程师; 多模态算法工程师; DevOps工程师; 云计算工程师,2024-12: AI Infra工程师 -> 2025-01: 大模型算法工程师; 系统软件工程师 -> 2025-02: 多模态算法工程师 -> 2025-09: DevOps工程师 -> 2025-10: 云计算工程师,6,2026-06,127,2024-12: AI Infra工程师; 大模型算法工程师 -> 2025-01: 多模态算法工程师; 系统软件工程师 -> 2025-05: 云计算工程师 -> 2025-06: NLP算法工程师 -> 2025-07: DevOps工程师 -> 2025-11: 后端开发工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:27:55+00:00
DevOps,系统与运维,traditional,2,2024-12,DevOps工程师; 芯片验证工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2025-12,1,5,3,质量工程师; Android开发工程师; 网络工程师,DevOps工程师; 芯片验证工程师; 质量工程师; Android开发工程师; 网络工程师,2025-02,质量工程师,1,1,0,,2025-02: 质量工程师,2,2024-12,8,2024-12: DevOps工程师; 芯片验证工程师 -> 2025-01: 质量工程师 -> 2025-04: Android开发工程师 -> 2025-08: 网络工程师,2026-08-08T05:27:55+00:00
Diffusion,大模型,new,2,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,5,10,7,大模型算法工程师; 图形图像工程师; 音视频工程师; AI产品经理; 大模型应用工程师; 前端开发工程师; 解决方案工程师,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师; 大模型算法工程师; 图形图像工程师; 音视频工程师; AI产品经理; 大模型应用工程师; 前端开发工程师; 解决方案工程师,2024-12,计算机视觉算法工程师,1,6,5,AIGC算法工程师; 多模态算法工程师; 图形图像工程师; 音视频工程师; AI产品经理,2024-12: 计算机视觉算法工程师 -> 2025-01: AIGC算法工程师; 多模态算法工程师 -> 2025-03: 图形图像工程师 -> 2025-06: 音视频工程师 -> 2025-07: AI产品经理,7,2026-01,122,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-01: 大模型算法工程师 -> 2025-02: 图形图像工程师 -> 2025-05: 音视频工程师 -> 2025-06: AI产品经理 -> 2025-08: 大模型应用工程师 -> 2026-01: 前端开发工程师 -> 2026-04: 解决方案工程师,2026-08-08T05:27:55+00:00
Diffusion模型,大模型,new,2,2024-12,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师,3,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,6,10,7,图形图像工程师; 音视频工程师; 大模型算法工程师; 大模型应用工程师; AI产品经理; 前端开发工程师; 解决方案工程师,AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师; 图形图像工程师; 音视频工程师; 大模型算法工程师; 大模型应用工程师; AI产品经理; 前端开发工程师; 解决方案工程师,2024-12,计算机视觉算法工程师,1,7,6,AIGC算法工程师; 多模态算法工程师; 音视频工程师; 图形图像工程师; AI产品经理; 前端开发工程师,2024-12: 计算机视觉算法工程师 -> 2025-01: AIGC算法工程师; 多模态算法工程师; 音视频工程师 -> 2025-02: 图形图像工程师 -> 2025-07: AI产品经理 -> 2026-07: 前端开发工程师,7,2026-01,116,2024-12: AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师 -> 2025-01: 图形图像工程师; 音视频工程师 -> 2025-02: 大模型算法工程师 -> 2025-05: 大模型应用工程师 -> 2025-07: AI产品经理 -> 2025-12: 前端开发工程师 -> 2026-01: 解决方案工程师,2026-08-08T05:27:55+00:00
Docker,系统与运维,traditional,2,2024-12,DevOps工程师; Python开发工程师; 云计算工程师; 安全工程师; 运维工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,6,14,9,服务器工程师; 网络安全工程师; Go开发工程师; 技术支持工程师; 通信工程师; 驱动开发工程师; 数据仓库工程师; 信息安全工程师; 大模型应用工程师,DevOps工程师; Python开发工程师; 云计算工程师; 安全工程师; 运维工程师; 服务器工程师; 网络安全工程师; Go开发工程师; 技术支持工程师; 通信工程师; 驱动开发工程师; 数据仓库工程师; 信息安全工程师; 大模型应用工程师,2025-01,DevOps工程师; Python开发工程师; 安全工程师; 运维工程师,4,9,5,云计算工程师; 服务器工程师; 信息安全工程师; 数据仓库工程师; 大模型应用工程师,2025-01: DevOps工程师; Python开发工程师; 安全工程师; 运维工程师 -> 2025-02: 云计算工程师 -> 2025-12: 服务器工程师 -> 2026-01: 信息安全工程师; 数据仓库工程师 -> 2026-07: 大模型应用工程师,6,2026-07,101,2024-12: DevOps工程师; Python开发工程师; 云计算工程师; 安全工程师; 运维工程师 -> 2025-01: 服务器工程师; 网络安全工程师 -> 2025-05: Go开发工程师 -> 2025-06: 技术支持工程师 -> 2025-07: 通信工程师 -> 2025-09: 驱动开发工程师 -> 2025-12: 数据仓库工程师 -> 2026-01: 信息安全工程师 -> 2026-07: 大模型应用工程师,2026-08-08T05:27:55+00:00
Elasticsearch,数据工程,traditional,2,2024-12,Java开发工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,2,3,2,测试开发工程师; 信息安全工程师,Java开发工程师; 测试开发工程师; 信息安全工程师,2025-01,Java开发工程师,1,2,1,信息安全工程师,2025-01: Java开发工程师 -> 2026-07: 信息安全工程师,2,2026-07,23,2024-12: Java开发工程师 -> 2025-01: 测试开发工程师 -> 2025-09: 信息安全工程师,2026-08-08T05:27:55+00:00
Embedding,大模型,new,2,2024-12,大模型应用工程师; 搜索算法工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,4,10,8,AI Agent应用工程师; NLP算法工程师; 大模型算法工程师; 数据开发工程师; 解决方案工程师; 后端开发工程师; AI产品经理; 软件架构师,大模型应用工程师; 搜索算法工程师; AI Agent应用工程师; NLP算法工程师; 大模型算法工程师; 数据开发工程师; 解决方案工程师; 后端开发工程师; AI产品经理; 软件架构师,2024-12,搜索算法工程师,1,5,4,大模型应用工程师; NLP算法工程师; 解决方案工程师; 数据开发工程师,2024-12: 搜索算法工程师 -> 2025-01: 大模型应用工程师 -> 2025-02: NLP算法工程师 -> 2025-05: 解决方案工程师 -> 2025-06: 数据开发工程师,6,2025-07,101,2024-12: 大模型应用工程师; 搜索算法工程师 -> 2025-01: AI Agent应用工程师; NLP算法工程师 -> 2025-02: 大模型算法工程师 -> 2025-05: 数据开发工程师; 解决方案工程师 -> 2025-07: 后端开发工程师 -> 2025-11: AI产品经理 -> 2026-01: 软件架构师,2026-08-08T05:27:55+00:00
Flink,数据工程,traditional,2,2024-12,大模型测试工程师; 数据仓库工程师; 数据开发工程师; 软件开发工程师; 风控算法工程师,5,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,7,10,5,数据工程师; 数据平台工程师; 信息安全工程师; 网络安全工程师; 推荐算法工程师,大模型测试工程师; 数据仓库工程师; 数据开发工程师; 软件开发工程师; 风控算法工程师; 数据工程师; 数据平台工程师; 信息安全工程师; 网络安全工程师; 推荐算法工程师,2024-12,数据开发工程师,1,7,6,数据平台工程师; 软件开发工程师; 风控算法工程师; 数据仓库工程师; 数据工程师; 信息安全工程师,2024-12: 数据开发工程师 -> 2025-01: 数据平台工程师; 软件开发工程师; 风控算法工程师 -> 2025-02: 数据仓库工程师 -> 2025-04: 数据工程师 -> 2025-10: 信息安全工程师,8,2026-01,124,2024-12: 大模型测试工程师; 数据仓库工程师; 数据开发工程师; 软件开发工程师; 风控算法工程师 -> 2025-01: 数据工程师; 数据平台工程师 -> 2025-09: 信息安全工程师 -> 2026-01: 网络安全工程师 -> 2026-07: 推荐算法工程师,2026-08-08T05:27:55+00:00
Flutter,软件开发,traditional,2,2024-12,iOS开发工程师; 全栈开发工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,1,4,2,C++开发工程师; 客户端开发工程师,iOS开发工程师; 全栈开发工程师; C++开发工程师; 客户端开发工程师,2024-12,iOS开发工程师,1,2,1,C++开发工程师,2024-12: iOS开发工程师 -> 2025-12: C++开发工程师,2,2026-01,29,2024-12: iOS开发工程师; 全栈开发工程师 -> 2025-09: C++开发工程师 -> 2026-01: 客户端开发工程师,2026-08-08T05:27:55+00:00
Function Calling,大模型,new,2,2025-01,AI Agent应用工程师; 大模型应用工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,4,9,7,AI Agent算法工程师; 后端开发工程师; AI产品经理; 全栈开发工程师; 软件架构师; 解决方案工程师; 测试开发工程师,AI Agent应用工程师; 大模型应用工程师; AI Agent算法工程师; 后端开发工程师; AI产品经理; 全栈开发工程师; 软件架构师; 解决方案工程师; 测试开发工程师,2025-01,AI Agent应用工程师; 大模型应用工程师,2,4,2,AI产品经理; 全栈开发工程师,2025-01: AI Agent应用工程师; 大模型应用工程师 -> 2025-07: AI产品经理 -> 2025-09: 全栈开发工程师,5,2025-08,72,2025-01: AI Agent应用工程师; 大模型应用工程师 -> 2025-03: AI Agent算法工程师; 后端开发工程师 -> 2025-06: AI产品经理 -> 2025-08: 全栈开发工程师; 软件架构师 -> 2026-04: 解决方案工程师 -> 2026-05: 测试开发工程师,2026-08-08T05:27:55+00:00
GPU,系统与运维,traditional,2,2024-12,机器学习算法工程师,1,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-05,1,8,7,芯片验证工程师; 解决方案工程师; 音视频工程师; Python开发工程师; 服务器工程师; 数据分析师; 算法研究员,机器学习算法工程师; 芯片验证工程师; 解决方案工程师; 音视频工程师; Python开发工程师; 服务器工程师; 数据分析师; 算法研究员,2025-01,机器学习算法工程师,1,6,5,芯片验证工程师; 解决方案工程师; 服务器工程师; Python开发工程师; 音视频工程师,2025-01: 机器学习算法工程师 -> 2025-02: 芯片验证工程师 -> 2025-04: 解决方案工程师 -> 2025-11: 服务器工程师 -> 2025-12: Python开发工程师; 音视频工程师,4,2025-12,28,2024-12: 机器学习算法工程师 -> 2025-01: 芯片验证工程师; 解决方案工程师; 音视频工程师 -> 2025-06: Python开发工程师 -> 2025-08: 服务器工程师 -> 2025-09: 数据分析师 -> 2026-04: 算法研究员,2026-08-08T05:27:55+00:00
GPU内存优化,硬件与芯片,new,2,2024-12,AI Infra工程师; 系统软件工程师,2,1,medium,技能在观测起点已出现，首现岗位是观测窗口内首批岗位，不等同于真实起源岗位,2026-07,4,6,4,芯片设计工程师; DevOps工程师; 云计算工程师; 解决方案工程师,AI Infra工程师; 系统软件工程师; 芯片设计工程师; DevOps工程师; 云计算工程师; 解决方案工程师,2024-12,AI Infra工程师; 系统软件工程师,2,5,3,芯片设计工程师; DevOps工程师; 云计算工程师,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-02: 芯片设计工程师 -> 2025-07: DevOps工程师 -> 2025-11: 云计算工程师,6,2026-04,93,2024-12: AI Infra工程师; 系统软件工程师 -> 2025-01: 芯片设计工程师 -> 2025-06: DevOps工程师 -> 2025-10: 云计算工程师 -> 2026-04: 解决方案工程师,2026-08-08T05:27:55+00:00
GRPO,大模型,new,2,2025-04,AI Agent算法工程师; 大模型算法工程师,2,0,high,技能在观测期内首次出现，后续扩散路径可用于分析样本内技能迁移,2026-07,5,7,5,算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师; AI产品经理,AI Agent算法工程师; 大模型算法工程师; 算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师; AI产品经理,2025-04,大模型算法工程师,1,6,5,AI Agent算法工程师; 算法研究员; NLP算法工程师; 大模型测试工程师; AI安全工程师,2025-04: 大模型算法工程师 -> 2025-05: AI Agent算法工程师; 算法研究员 -> 2025-06: NLP算法工程师 -> 2025-10: 大模型测试工程师 -> 2025-12: AI安全工程师,6,2026-05,111,2025-04: AI Agent算法工程师; 大模型算法工程师 -> 2025-05: 算法研究员 -> 2025-06: NLP算法工程师 -> 2025-09: 大模型测试工程师 -> 2025-12: AI安全工程师 -> 2026-04: AI产品经理,2026-08-08T05:27:55+00:00
Go,编程语言,traditional,2,2024-12,AI Agent应用工程师; AI Infra工程师; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 大模型测试工程师; 安全工程师; 广告算法工程师; 技术支持工程师; 搜索算法工程师; 数据库工程师; 数据开发工程师; 服务器工程师; 机器学习算法工程师; 测试开发工程师; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师,28,1,low,观测起点已覆盖多个岗位，只能说明观测期内的覆盖和扩散，不能推断真实起源岗位,2026-07,24,38,10,AI安全工程师; AI应用工程师; 测试工程师; 网络工程师; 自动驾驶算法工程师; 机器人算法工程师; 质量工程师; 算法研究员; 数据仓库工程师; 通信工程师,AI Agent应用工程师; AI Infra工程师; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 大模型测试工程师; 安全工程师; 广告算法工程师; 技术支持工程师; 搜索算法工程师; 数据库工程师; 数据开发工程师; 服务器工程师; 机器学习算法工程师; 测试开发工程师; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师; AI安全工程师; AI应用工程师; 测试工程师; 网络工程师; 自动驾驶算法工程师; 机器人算法工程师; 质量工程师; 算法研究员; 数据仓库工程师; 通信工程师,2024-12,AI Agent应用工程师; AI Infra工程师; Python开发工程师; 大模型测试工程师; 安全工程师; 技术支持工程师; 测试开发工程师; 软件架构师,8,35,27,AI应用工程师; C++开发工程师; Go开发工程师; Java开发工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 广告算法工程师; 搜索算法工程师; 数据库工程师; 数据开发工程师; 服务器工程师; 机器学习算法工程师; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 语音算法工程师; 软件开发工程师; 运维工程师; AI安全工程师; 云计算工程师; 测试工程师; 机器人算法工程师; 网络工程师; 通信工程师; 算法研究员,2024-12: AI Agent应用工程师; AI Infra工程师; Python开发工程师; 大模型测试工程师; 安全工程师; 技术支持工程师; 测试开发工程师; 软件架构师 -> 2025-01: AI应用工程师; C++开发工程师; Go开发工程师; Java开发工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 广告算法工程师; 搜索算法工程师; 数据库工程师; 数据开发工程师; 服务器工程师; 机器学习算法工程师; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 语音算法工程师; 软件开发工程师; 运维工程师 -> 2025-02: AI安全工程师; 云计算工程师; 测试工程师 -> 2025-03: 机器人算法工程师 -> 2025-04: 网络工程师 -> 2025-12: 通信工程师 -> 2026-03: 算法研究员,32,2025-05,658,2024-12: AI Agent应用工程师; AI Infra工程师; C++开发工程师; Go开发工程师; Java开发工程师; Python开发工程师; 云计算工程师; 信息安全工程师; 全栈开发工程师; 前端开发工程师; 后端开发工程师; 大模型测试工程师; 安全工程师; 广告算法工程师; 技术支持工程师; 搜索算法工程师; 数据库工程师; 数据开发工程师; 服务器工程师; 机器学习算法工程师; 测试开发工程师; 网络安全工程师; 芯片设计工程师; 解决方案工程师; 语音算法工程师; 软件开发工程师; 软件架构师; 运维工程师 -> 2025-01: AI安全工程师; AI应用工程师; 测试工程师; 网络工程师; 自动驾驶算法工程师 -> 2025-02: 机器人算法工程师; 质量工程师 -> 2025-05: 算法研究员 -> 2025-09: 数据仓库工程师 -> 2025-12: 通信工程师,2026-08-08T05:27:55+00:00
