normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
CI/CD,系统与运维,traditional,基础设施; AI应用; 测试质量; 软件研发; 芯片; 硬件; AI算法; 算法,运维工程师; AI应用工程师; 大模型测试工程师; Java开发工程师; DevOps工程师; iOS开发工程师; 测试开发工程师; 测试工程师; 芯片测试工程师; AI Agent应用工程师; 硬件工程师; AI Agent算法工程师; 芯片设计工程师; 算法工程师; 风控算法工程师; 大模型算法工程师,2024-12,2026-07,GEN001657,GEN000973,60,GEN001657; GEN000118; GEN001504; GEN001659; GEN000119; GEN000931; GEN001635; GEN001665; GEN000933; GEN000934; GEN001140; GEN001555; GEN001556; GEN001624; GEN001636; GEN000935; GEN001638; GEN002116; GEN000940; GEN001628; GEN001641; GEN000947; GEN001147; GEN001643; GEN000948; GEN000950; GEN001569; GEN001571; GEN000953; GEN000954; GEN001573; GEN000957; GEN001676; GEN000958; GEN000959; GEN001528; GEN001529; GEN001530; GEN000143; GEN000144; GEN001649; GEN001680; GEN000146; GEN000148; GEN001162; GEN001581; GEN002139; GEN000152; GEN001538; GEN001539; GEN001651; GEN000154; GEN000156; GEN000971; GEN001168; GEN001542; GEN001631; GEN000160; GEN000972; GEN000973,60,base_event_stream,2026-07-24T06:07:21+00:00
CSS,编程语言,traditional,AI算法; 基础设施; AI应用; 软件研发; 安全; 数据; 硬件; AI安全,NLP算法工程师; 网络工程师; AI应用工程师; 嵌入式软件工程师; 前端开发工程师; Go开发工程师; AI Agent应用工程师; 大模型应用工程师; 运维工程师; 全栈开发工程师; Android开发工程师; 软件开发工程师; 网络安全工程师; 数据开发工程师; 硬件工程师; AI安全工程师; 大数据开发工程师,2024-12,2026-07,GEN000299,GEN001365,61,GEN000299; GEN001801; GEN000117; GEN000303; GEN001215; GEN000816; GEN001011; GEN001012; GEN000065; GEN000121; GEN000819; GEN001804; GEN000820; GEN000821; GEN000070; GEN000822; GEN001216; GEN001667; GEN000124; GEN000885; GEN001219; GEN000887; GEN001095; GEN001096; GEN001221; GEN001327; GEN000315; GEN001808; GEN000318; GEN000834; GEN000894; GEN001809; GEN000132; GEN000839; GEN000897; GEN001336; GEN001337; GEN000841; GEN000902; GEN000844; GEN000905; GEN001225; GEN001343; GEN000138; GEN001676; GEN001818; GEN000851; GEN000854; GEN000911; GEN001346; GEN001681; GEN001355; GEN000864; GEN001034; GEN001359; GEN001036; GEN001127; GEN001227; GEN001228; GEN000871; GEN001365,61,base_event_stream,2026-07-24T06:07:21+00:00
CUDA,硬件与芯片,new,AI算法; 软件研发; AI应用; 硬件; 基础设施; 机器人; 数据; 芯片,语音算法工程师; 机器学习算法工程师; NLP算法工程师; 后端开发工程师; 大模型应用工程师; 硬件工程师; 运维工程师; 服务器工程师; 机器人软件工程师; 电源工程师; 大模型算法工程师; 客户端开发工程师; 数据平台工程师; AI Agent应用工程师; 芯片设计工程师; AI应用工程师; C++开发工程师,2024-12,2026-07,GEN000383,GEN001971,69,GEN000383; GEN000384; GEN000385; GEN000386; GEN000593; GEN000594; GEN000596; GEN000308; GEN000389; GEN000749; GEN001664; GEN002271; GEN000390; GEN000603; GEN001668; GEN001852; GEN001854; GEN001960; GEN000313; GEN000394; GEN001961; GEN000315; GEN001856; GEN000320; GEN000404; GEN000614; GEN000769; GEN000324; GEN000407; GEN000616; GEN000773; GEN000776; GEN001857; GEN001858; GEN001966; GEN000787; GEN001967; GEN000329; GEN000788; GEN001677; GEN002290; GEN000417; GEN000626; GEN000794; GEN000795; GEN002133; GEN002135; GEN000420; GEN000630; GEN000798; GEN002139; GEN002295; GEN000338; GEN000632; GEN000805; GEN001683; GEN001684; GEN002141; GEN002297; GEN000634; GEN000635; GEN000636; GEN000808; GEN000986; GEN000341; GEN000431; GEN000637; GEN000638; GEN001971,69,base_event_stream,2026-07-24T06:07:21+00:00
ClickHouse,数据工程,traditional,AI应用; AI算法; 软件研发; 数据; AI安全; 自动驾驶; 基础设施; 算法,AI Agent应用工程师; 算法工程师; C++开发工程师; Go开发工程师; 数据工程师; AI安全工程师; 系统软件工程师; AI应用工程师; 数据平台工程师; 大模型算法工程师; 自动驾驶算法工程师; 运维工程师; 搜索算法工程师; 大数据开发工程师; 大模型应用工程师; 多模态算法工程师; AI Agent算法工程师,2024-12,2026-07,GEN000053,GEN001388,40,GEN000053; GEN000684; GEN000975; GEN001009; GEN001481; GEN000481; GEN001178; GEN000978; GEN001179; GEN001411; GEN001484; GEN000190; GEN001013; GEN001014; GEN001665; GEN001187; GEN001668; GEN000195; GEN001416; GEN000494; GEN001418; GEN001024; GEN001198; GEN001377; GEN001419; GEN001026; GEN000093; GEN000285; GEN000286; GEN001493; GEN001382; GEN001033; GEN001384; GEN000211; GEN001208; GEN000511; GEN000734; GEN001036; GEN000737; GEN001388,40,base_event_stream,2026-07-24T06:07:21+00:00
Context Engineering,大模型,new,AI应用; 软件研发; 算法; 基础设施; AI算法,AI应用工程师; Java开发工程师; 风控算法工程师; 数据库工程师; AI Agent应用工程师; 算法工程师,2025-01,2026-07,GEN000117,GEN000972,28,GEN000117; GEN000924; GEN000120; GEN000559; GEN001832; GEN000939; GEN001834; GEN000574; GEN000129; GEN000575; GEN000131; GEN000132; GEN000581; GEN000583; GEN000958; GEN000144; GEN000145; GEN000586; GEN000967; GEN000968; GEN000149; GEN000150; GEN000152; GEN001843; GEN000156; GEN000587; GEN000160; GEN000972,28,base_event_stream,2026-07-24T06:07:21+00:00
DPO,大模型,new,数据; AI算法; AI应用,数据工程师; AIGC算法工程师; 大模型算法工程师; AI应用工程师,2025-01,2026-04,GEN001483,GEN001498,14,GEN001483; GEN000219; GEN000221; GEN000224; GEN000231; GEN000236; GEN001490; GEN000237; GEN000241; GEN000242; GEN001495; GEN000247; GEN000248; GEN001498,14,base_event_stream,2026-07-24T06:07:21+00:00
DeepSpeed,大模型,new,算法; 硬件; 机器人; 基础设施; AI应用; 数据; 软件研发; 测试质量; AI算法,推荐算法工程师; 硬件工程师; 机器人软件工程师; 云计算工程师; AI应用工程师; 数据工程师; Python开发工程师; 大模型测试工程师; 多模态算法工程师,2025-02,2026-07,GEN000435,GEN001546,29,GEN000435; GEN000436; GEN002270; GEN001958; GEN001704; GEN001959; GEN001709; GEN001962; GEN001963; GEN001714; GEN001964; GEN000451; GEN001001; GEN001717; GEN000463; GEN001719; GEN001966; GEN000466; GEN000469; GEN000470; GEN001726; GEN001728; GEN002295; GEN000475; GEN001970; GEN001005; GEN001006; GEN001545; GEN001546,29,base_event_stream,2026-07-24T06:07:21+00:00
DevOps,系统与运维,traditional,基础设施; AI算法; 技术支持; 测试质量; AI安全; 芯片; AI应用,网络工程师; 计算机视觉算法工程师; 技术支持工程师; 质量工程师; AI安全工程师; 芯片验证工程师; 测试开发工程师; 大模型测试工程师; AI应用工程师; 大模型算法工程师,2024-12,2026-07,GEN001801,GEN002171,37,GEN001801; GEN001866; GEN001867; GEN001594; GEN001595; GEN002152; GEN002153; GEN002155; GEN001555; GEN001872; GEN001512; GEN001560; GEN001603; GEN001879; GEN001561; GEN001562; GEN001564; GEN001808; GEN002160; GEN001518; GEN001519; GEN001813; GEN001523; GEN001815; GEN001527; GEN001574; GEN001611; GEN001818; GEN001819; GEN001528; GEN001820; GEN001536; GEN001582; GEN001619; GEN001822; GEN001824; GEN002171,37,base_event_stream,2026-07-24T06:07:21+00:00
Diffusion,大模型,new,AI算法; 算法; 软件研发; 机器人; 多媒体,计算机视觉算法工程师; 推荐算法工程师; 后端开发工程师; 机器人软件工程师; 音视频工程师; 图形图像工程师; 算法工程师,2025-01,2026-07,GEN000344,GEN002055,29,GEN000344; GEN000345; GEN000348; GEN000351; GEN000436; GEN000352; GEN000439; GEN001958; GEN000442; GEN001960; GEN000446; GEN001963; GEN000363; GEN000454; GEN001965; GEN000367; GEN002047; GEN000369; GEN000370; GEN000372; GEN000373; GEN002050; GEN000377; GEN002051; GEN002052; GEN000379; GEN002053; GEN000381; GEN002055,29,base_event_stream,2026-07-24T06:07:21+00:00
Diffusion模型,大模型,new,AI算法; 自动驾驶; 算法,AIGC算法工程师; 自动驾驶算法工程师; 控制算法工程师; 算法工程师; 计算机视觉算法工程师,2024-12,2026-07,GEN000216,GEN002012,25,GEN000216; GEN001973; GEN001990; GEN001974; GEN001991; GEN000220; GEN001979; GEN001992; GEN001980; GEN001981; GEN000233; GEN001999; GEN002000; GEN002001; GEN000237; GEN002002; GEN000241; GEN002003; GEN000242; GEN000244; GEN000246; GEN000248; GEN002007; GEN000249; GEN002012,25,base_event_stream,2026-07-24T06:07:21+00:00
Docker,系统与运维,traditional,基础设施; AI算法; 软件研发; 测试质量; AI应用; 数据; 安全; 算法; 自动驾驶; 芯片; AI安全; AI基础设施; 机器人,网络工程师; 多模态算法工程师; 系统软件工程师; 大模型测试工程师; 测试开发工程师; AI应用工程师; 大模型应用工程师; 数据仓库工程师; 运维工程师; 云计算工程师; 安全工程师; 风控算法工程师; 信息安全工程师; 数据库工程师; 服务器工程师; AI Agent应用工程师; Go开发工程师; 自动驾驶算法工程师; 大模型算法工程师; Python开发工程师; 数据开发工程师; 算法工程师; 数据平台工程师; 芯片设计工程师; AI安全工程师; DevOps工程师; 质量工程师; AI Infra工程师; 网络安全工程师; 机器人软件工程师,2024-12,2026-07,GEN000054,GEN001688,115,GEN000054; GEN000254; GEN001174; GEN001175; GEN001503; GEN001548; GEN001549; GEN001692; GEN001177; GEN001391; GEN001658; GEN001659; GEN001693; GEN001734; GEN001735; GEN001766; GEN001827; GEN001849; GEN000060; GEN000164; GEN001011; GEN001768; GEN000189; GEN000190; GEN001182; GEN001699; GEN001976; GEN001977; GEN000993; GEN001978; GEN001188; GEN001981; GEN000264; GEN000266; GEN000995; GEN001190; GEN001707; GEN001806; GEN000013; GEN000173; GEN001397; GEN001779; GEN000082; GEN000695; GEN001020; GEN001640; GEN001780; GEN001835; GEN000084; GEN000999; GEN001642; GEN001643; GEN001782; GEN001022; GEN001399; GEN001519; GEN000090; GEN001023; GEN001024; GEN001522; GEN001645; GEN001813; GEN001814; GEN001838; GEN000024; GEN001026; GEN001524; GEN001572; GEN001772; GEN001815; GEN001817; GEN001857; GEN000027; GEN000206; GEN001527; GEN001574; GEN001721; GEN001791; GEN000286; GEN001529; GEN001530; GEN000176; GEN001030; GEN001403; GEN001724; GEN001757; GEN001758; GEN000293; GEN000723; GEN001003; GEN001004; GEN001206; GEN001536; GEN001537; GEN001759; GEN001985; GEN000106; GEN000211; GEN001540; GEN001651; GEN001761; GEN001762; GEN000047; GEN000112; GEN001036; GEN001037; GEN001407; GEN001652; GEN001686; GEN001846; GEN000051; GEN001007; GEN001008; GEN001039; GEN001688,115,base_event_stream,2026-07-24T06:07:21+00:00
Elasticsearch,数据工程,traditional,算法; 软件研发; 安全; AI算法; 测试质量; 芯片; 技术支持; 数据,搜索算法工程师; Go开发工程师; 安全工程师; AIGC算法工程师; 大模型测试工程师; C++开发工程师; 软件架构师; 多模态算法工程师; AI Agent算法工程师; 后端开发工程师; Java开发工程师; 软件开发工程师; 芯片验证工程师; 网络安全工程师; 解决方案工程师; 信息安全工程师; 数据仓库工程师; 客户端开发工程师; 风控算法工程师,2024-12,2026-07,GEN000479,GEN000514,87,GEN000479; GEN001009; GEN001733; GEN000217; GEN000976; GEN000977; GEN001734; GEN000745; GEN001011; GEN001273; GEN000259; GEN000260; GEN000485; GEN000746; GEN000747; GEN000929; GEN000930; GEN001317; GEN000934; GEN000981; GEN001740; GEN000266; GEN000756; GEN000936; GEN001016; GEN001281; GEN001324; GEN001325; GEN001769; GEN000268; GEN001397; GEN000231; GEN000764; GEN000941; GEN001020; GEN001285; GEN001329; GEN001743; GEN001745; GEN000232; GEN000274; GEN000493; GEN000766; GEN000768; GEN000772; GEN001021; GEN001022; GEN001336; GEN001399; GEN001748; GEN000278; GEN000775; GEN001910; GEN000283; GEN000953; GEN001772; GEN001916; GEN000955; GEN001028; GEN001918; GEN001920; GEN000960; GEN001347; GEN001402; GEN001922; GEN000288; GEN000289; GEN000290; GEN000964; GEN001351; GEN001404; GEN001925; GEN000248; GEN000292; GEN000797; GEN000799; GEN000800; GEN000967; GEN001356; GEN001930; GEN000250; GEN001035; GEN001360; GEN000971; GEN001362; GEN001363; GEN000514,87,base_event_stream,2026-07-24T06:07:21+00:00
Embedding,大模型,new,基础设施; AI算法; AI应用; 测试质量; 软件研发; AI基础设施,网络工程师; AI Agent算法工程师; NLP算法工程师; 大模型应用工程师; 大模型算法工程师; 测试开发工程师; 全栈开发工程师; AI Agent应用工程师; 客户端开发工程师; AI Infra工程师; 算法工程师,2024-12,2026-06,GEN000054,GEN001588,27,GEN000054; GEN000058; GEN000305; GEN000306; GEN000069; GEN000310; GEN001555; GEN000073; GEN000075; GEN000076; GEN000078; GEN000080; GEN000083; GEN001567; GEN001574; GEN001575; GEN000096; GEN000098; GEN001580; GEN000103; GEN000104; GEN001581; GEN000107; GEN000108; GEN001587; GEN000112; GEN001588,27,base_event_stream,2026-07-24T06:07:21+00:00
Flink,数据工程,traditional,算法; 数据; 测试质量; 安全; AI应用; 软件研发; AI算法; 基础设施; AI安全; 芯片; 技术支持,广告算法工程师; 数据仓库工程师; 测试开发工程师; 信息安全工程师; AI应用工程师; 风控算法工程师; Go开发工程师; 数据平台工程师; 算法工程师; 数据工程师; 运维工程师; 多模态算法工程师; 机器学习算法工程师; 前端开发工程师; 全栈开发工程师; 数据分析师; 网络工程师; 大模型应用工程师; AI安全工程师; 大数据开发工程师; 网络安全工程师; 嵌入式软件工程师; 数据开发工程师; 数据挖掘算法工程师; C++开发工程师; NLP算法工程师; 芯片设计工程师; 大模型算法工程师; 客户端开发工程师; 安全工程师; 搜索算法工程师; 技术支持工程师; 系统软件工程师; 语音算法工程师,2024-12,2026-07,GEN000517,GEN001824,120,GEN000517; GEN001390; GEN001548; GEN001765; GEN000117; GEN000556; GEN001010; GEN001408; GEN001409; GEN001483; GEN001660; GEN001766; GEN000120; GEN000164; GEN000258; GEN000560; GEN001011; GEN001012; GEN001392; GEN001411; GEN001485; GEN001661; GEN001662; GEN000167; GEN000260; GEN000878; GEN001446; GEN001804; GEN000566; GEN001664; GEN000170; GEN000524; GEN001370; GEN001488; GEN001556; GEN001668; GEN000124; GEN000570; GEN000643; GEN000885; GEN001189; GEN001396; GEN001670; GEN000126; GEN000269; GEN000571; GEN000572; GEN000644; GEN000128; GEN000492; GEN001020; GEN001745; GEN000319; GEN000647; GEN000893; GEN001417; GEN001455; GEN000277; GEN000896; GEN000898; GEN001196; GEN001376; GEN001812; GEN001377; GEN001671; GEN001751; GEN001814; GEN000325; GEN000542; GEN000905; GEN001200; GEN001460; GEN001491; GEN001492; GEN001573; GEN001673; GEN001674; GEN001575; GEN001753; GEN000582; GEN000583; GEN000909; GEN000911; GEN000144; GEN000290; GEN000333; GEN000585; GEN000912; GEN000913; GEN001031; GEN001382; GEN001383; GEN001404; GEN001467; GEN001757; GEN001758; GEN000178; GEN000547; GEN001033; GEN001405; GEN001470; GEN001760; GEN000338; GEN000509; GEN001425; GEN001474; GEN001684; GEN001821; GEN000156; GEN000340; GEN001210; GEN001589; GEN000180; GEN000341; GEN000589; GEN001479; GEN001501; GEN001689; GEN001764; GEN001824,120,base_event_stream,2026-07-24T06:07:21+00:00
Flutter,软件开发,traditional,软件研发; 基础设施; 安全,C++开发工程师; Android开发工程师; iOS开发工程师; 软件开发工程师; 前端开发工程师; 服务器工程师; 安全工程师,2024-12,2026-06,GEN000975,GEN001128,39,GEN000975; GEN001077; GEN001135; GEN001308; GEN000817; GEN001087; GEN001137; GEN001089; GEN000983; GEN001093; GEN001141; GEN001323; GEN001324; GEN000827; GEN001097; GEN001144; GEN000831; GEN001100; GEN000834; GEN001102; GEN001151; GEN000840; GEN001341; GEN000844; GEN000846; GEN001111; GEN000847; GEN000848; GEN000850; GEN000853; GEN001118; GEN001160; GEN001121; GEN001162; GEN001163; GEN000864; GEN001126; GEN000987; GEN001128,39,base_event_stream,2026-07-24T06:07:21+00:00
Function Calling,大模型,new,基础设施; 软件研发,运维工程师; 后端开发工程师; 全栈开发工程师; 客户端开发工程师; Go开发工程师,2025-01,2026-07,GEN001658,GEN000813,34,GEN001658; GEN000744; GEN000751; GEN000752; GEN000884; GEN000757; GEN001046; GEN000762; GEN000763; GEN000764; GEN000768; GEN001051; GEN000896; GEN000774; GEN000900; GEN000902; GEN000779; GEN001061; GEN000782; GEN000783; GEN001065; GEN000910; GEN001067; GEN000794; GEN000797; GEN000914; GEN000804; GEN000916; GEN000917; GEN001685; GEN001687; GEN000810; GEN000811; GEN000813,34,base_event_stream,2026-07-24T06:07:21+00:00
GPU,系统与运维,traditional,AI基础设施; AI算法; 芯片; 硬件; 基础设施; AI应用; 技术支持; 软件研发; 机器人; 测试质量; 多媒体,AI Infra工程师; 机器学习算法工程师; 芯片设计工程师; 硬件工程师; 网络工程师; AIGC算法工程师; 计算机视觉算法工程师; 运维工程师; 大模型应用工程师; 芯片验证工程师; 云计算工程师; AI应用工程师; 解决方案工程师; 大模型算法工程师; 算法工程师; 技术支持工程师; iOS开发工程师; 机器人软件工程师; 驱动开发工程师; AI Agent应用工程师; 大模型测试工程师; 音视频工程师,2024-12,2026-07,GEN000182,GEN002056,73,GEN000182; GEN000590; GEN002148; GEN002262; GEN000186; GEN000217; GEN000345; GEN000594; GEN001658; GEN001888; GEN002151; GEN002265; GEN000348; GEN001698; GEN002267; GEN000188; GEN000189; GEN000350; GEN001700; GEN002270; GEN000352; GEN001664; GEN001892; GEN000194; GEN000354; GEN001667; GEN001704; GEN001894; GEN001897; GEN000606; GEN001143; GEN002276; GEN000199; GEN000360; GEN001246; GEN001711; GEN001712; GEN001900; GEN002278; GEN002279; GEN000201; GEN000202; GEN000232; GEN001249; GEN001517; GEN001713; GEN001149; GEN001716; GEN001908; GEN000365; GEN000368; GEN001156; GEN001523; GEN001719; GEN001529; GEN001923; GEN002049; GEN000677; GEN001680; GEN001925; GEN002050; GEN002166; GEN001263; GEN001682; GEN001932; GEN002297; GEN000636; GEN001169; GEN001685; GEN002299; GEN000253; GEN000382; GEN002056,73,base_event_stream,2026-07-24T06:07:21+00:00
