normalized_skill,kg_display_skill,skill_type,standard_categories,standard_jobs,first_seen_month,last_seen_month,first_seen_job_id,last_seen_job_id,mention_count,source_job_ids,source_count,sources,updated_at
研发效能,软件工程,traditional,AI算法; 测试质量; 基础设施,语音算法工程师; 质量工程师; DevOps工程师,2025-01,2026-06,GEN001591,GEN000509,7,GEN000501; GEN000507; GEN000509; GEN001591; GEN001594; GEN001596; GEN001624,7,base_event_stream,2026-07-28T09:24:54+00:00
硬件开发,硬件与芯片,traditional,AI应用; 软件研发; 数据; 测试质量; 安全; 基础设施; 技术支持; 多媒体; 芯片; 硬件,AI Agent应用工程师; C++开发工程师; 系统软件工程师; 嵌入式软件工程师; 驱动开发工程师; 数据分析师; 质量工程师; 安全工程师; 服务器工程师; 解决方案工程师; 音视频工程师; 芯片设计工程师; 芯片验证工程师; 电源工程师; 结构工程师; 热设计工程师; 硬件工程师,2024-12,2026-07,GEN000935,GEN002267,199,GEN000156; GEN000935; GEN000936; GEN000937; GEN000938; GEN000939; GEN000941; GEN000942; GEN000943; GEN000945; GEN000948; GEN000950; GEN000952; GEN000954; GEN000955; GEN000957; GEN000958; GEN000960; GEN000962; GEN000964; GEN000965; GEN000966; GEN000967; GEN000968; GEN000970; GEN000971; GEN000972; GEN001143; GEN001144; GEN001148; GEN001151; GEN001154; GEN001156; GEN001157; GEN001160; GEN001161; GEN001165; GEN001168; GEN001169; GEN001172; GEN001174; GEN001178; GEN001201; GEN001236; GEN001251; GEN001253; GEN001450; GEN001592; GEN001601; GEN001771; GEN001777; GEN001781; GEN001784; GEN001791; GEN001793; GEN001830; GEN001844; GEN001899; GEN001906; GEN001909; GEN001910; GEN001913; GEN002063; GEN002090; GEN002091; GEN002092; GEN002094; GEN002096; GEN002098; GEN002099; GEN002102; GEN002105; GEN002108; GEN002111; GEN002112; GEN002113; GEN002117; GEN002118; GEN002122; GEN002126; GEN002129; GEN002132; GEN002133; GEN002135; GEN002137; GEN002138; GEN002141; GEN002142; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002150; GEN002152; GEN002154; GEN002157; GEN002158; GEN002160; GEN002162; GEN002163; GEN002164; GEN002166; GEN002168; GEN002169; GEN002170; GEN002171; GEN002172; GEN002173; GEN002188; GEN002190; GEN002192; GEN002195; GEN002196; GEN002197; GEN002199; GEN002201; GEN002202; GEN002203; GEN002204; GEN002205; GEN002206; GEN002208; GEN002209; GEN002210; GEN002211; GEN002212; GEN002213; GEN002214; GEN002216; GEN002217; GEN002220; GEN002221; GEN002222; GEN002223; GEN002224; GEN002225; GEN002226; GEN002227; GEN002228; GEN002230; GEN002231; GEN002232; GEN002233; GEN002234; GEN002235; GEN002236; GEN002238; GEN002239; GEN002241; GEN002242; GEN002243; GEN002244; GEN002245; GEN002246; GEN002247; GEN002248; GEN002249; GEN002250; GEN002251; GEN002252; GEN002253; GEN002254; GEN002255; GEN002256; GEN002257; GEN002258; GEN002259; GEN002260; GEN002261; GEN002262; GEN002263; GEN002264; GEN002265; GEN002266; GEN002267; GEN002268; GEN002271; GEN002273; GEN002274; GEN002275; GEN002278; GEN002281; GEN002284; GEN002285; GEN002286; GEN002287; GEN002289; GEN002290; GEN002291; GEN002292; GEN002295; GEN002296; GEN002299; GEN002300; GEN002301; GEN002302; GEN002303,199,base_event_stream,2026-07-28T09:24:54+00:00
科学计算,科学计算与仿真,traditional,AI算法; 软件研发,算法研究员; 驱动开发工程师,2025-01,2026-01,GEN000682,GEN001231,2,GEN000682; GEN001231,2,base_event_stream,2026-07-28T09:24:54+00:00
算法工程,算法与数学,traditional,AI算法; 算法; 软件研发; 数据; 技术支持; 硬件; 产品,计算机视觉算法工程师; 推荐算法工程师; 风控算法工程师; 数据挖掘算法工程师; 算法工程师; C++开发工程师; 嵌入式软件工程师; 数据分析师; 技术支持工程师; 热设计工程师; AI产品经理,2024-12,2026-07,GEN000447,GEN002267,131,GEN000447; GEN000448; GEN000450; GEN000452; GEN000454; GEN000455; GEN000456; GEN000458; GEN000459; GEN000462; GEN000464; GEN000465; GEN000466; GEN000467; GEN000468; GEN000470; GEN000472; GEN000473; GEN000474; GEN000527; GEN000538; GEN000619; GEN000621; GEN000623; GEN000625; GEN000626; GEN000627; GEN000629; GEN000631; GEN000632; GEN000635; GEN000636; GEN000637; GEN000638; GEN000639; GEN000641; GEN000643; GEN000645; GEN000648; GEN000649; GEN000668; GEN000670; GEN000671; GEN000673; GEN000674; GEN000676; GEN000677; GEN000679; GEN000720; GEN000721; GEN000722; GEN000724; GEN000725; GEN000728; GEN000730; GEN000732; GEN000736; GEN000739; GEN000741; GEN000743; GEN000746; GEN000747; GEN000749; GEN000752; GEN000753; GEN000756; GEN000757; GEN000762; GEN000764; GEN000766; GEN000768; GEN000774; GEN000776; GEN000777; GEN000941; GEN001185; GEN001205; GEN001437; GEN001439; GEN001440; GEN001442; GEN001443; GEN001444; GEN001445; GEN001447; GEN001448; GEN001450; GEN001451; GEN001452; GEN001453; GEN001455; GEN001456; GEN001457; GEN001458; GEN001459; GEN001462; GEN001463; GEN001464; GEN001466; GEN001468; GEN001469; GEN001889; GEN002242; GEN002243; GEN002244; GEN002245; GEN002246; GEN002247; GEN002248; GEN002249; GEN002250; GEN002251; GEN002252; GEN002253; GEN002254; GEN002255; GEN002256; GEN002257; GEN002258; GEN002259; GEN002260; GEN002261; GEN002262; GEN002263; GEN002264; GEN002265; GEN002266; GEN002267; GEN002306; GEN002310; GEN002313,131,base_event_stream,2026-07-28T09:24:54+00:00
系统开发,系统与运维,traditional,AI算法; 软件研发; 测试质量; 安全; 基础设施; 技术支持; 芯片; 硬件; 产品,AI Agent算法工程师; C++开发工程师; iOS开发工程师; 嵌入式软件工程师; 驱动开发工程师; 软件架构师; 软件开发工程师; 质量工程师; 安全工程师; 服务器工程师; 技术支持工程师; 解决方案工程师; 芯片验证工程师; 硬件工程师; AI产品经理,2024-12,2026-07,GEN001100,GEN002175,114,GEN000055; GEN000953; GEN001100; GEN001122; GEN001179; GEN001180; GEN001181; GEN001183; GEN001184; GEN001185; GEN001187; GEN001188; GEN001190; GEN001191; GEN001193; GEN001195; GEN001196; GEN001197; GEN001198; GEN001199; GEN001200; GEN001201; GEN001203; GEN001204; GEN001205; GEN001207; GEN001208; GEN001209; GEN001210; GEN001212; GEN001213; GEN001214; GEN001215; GEN001216; GEN001217; GEN001218; GEN001219; GEN001220; GEN001221; GEN001222; GEN001224; GEN001226; GEN001227; GEN001230; GEN001231; GEN001233; GEN001235; GEN001237; GEN001238; GEN001239; GEN001241; GEN001244; GEN001245; GEN001247; GEN001248; GEN001249; GEN001253; GEN001254; GEN001260; GEN001262; GEN001319; GEN001590; GEN001591; GEN001592; GEN001593; GEN001594; GEN001595; GEN001596; GEN001598; GEN001599; GEN001600; GEN001601; GEN001602; GEN001761; GEN001789; GEN001790; GEN001833; GEN001835; GEN001842; GEN001847; GEN001848; GEN001852; GEN001854; GEN001858; GEN001881; GEN001901; GEN001904; GEN001918; GEN002138; GEN002139; GEN002140; GEN002143; GEN002144; GEN002145; GEN002146; GEN002147; GEN002148; GEN002149; GEN002150; GEN002152; GEN002155; GEN002156; GEN002159; GEN002160; GEN002162; GEN002163; GEN002164; GEN002165; GEN002166; GEN002169; GEN002172; GEN002175; GEN002295; GEN002306,114,base_event_stream,2026-07-28T09:24:54+00:00
编程语言,编程语言,traditional,AI应用; 软件研发; 测试质量; 基础设施; 机器人; 自动驾驶; 芯片; 硬件,AI Agent应用工程师; Java开发工程师; C++开发工程师; 客户端开发工程师; iOS开发工程师; 软件架构师; 质量工程师; 服务器工程师; 机器人软件工程师; 自动驾驶算法工程师; 芯片验证工程师; 硬件工程师,2024-12,2026-07,GEN000154,GEN001972,98,GEN000154; GEN000901; GEN000903; GEN000904; GEN000905; GEN000906; GEN000908; GEN000909; GEN000911; GEN000914; GEN000915; GEN000917; GEN000918; GEN000920; GEN000922; GEN000924; GEN000926; GEN000928; GEN000931; GEN000932; GEN000933; GEN000934; GEN000940; GEN000949; GEN000952; GEN001021; GEN001026; GEN001027; GEN001030; GEN001031; GEN001035; GEN001037; GEN001040; GEN001041; GEN001045; GEN001049; GEN001051; GEN001054; GEN001056; GEN001060; GEN001061; GEN001062; GEN001065; GEN001069; GEN001072; GEN001073; GEN001075; GEN001114; GEN001127; GEN001254; GEN001255; GEN001258; GEN001601; GEN001847; GEN001860; GEN001959; GEN001960; GEN001961; GEN001962; GEN001963; GEN001964; GEN001965; GEN001966; GEN001967; GEN001968; GEN001969; GEN001970; GEN001971; GEN001972; GEN001982; GEN001992; GEN002162; GEN002268; GEN002269; GEN002272; GEN002273; GEN002274; GEN002275; GEN002277; GEN002278; GEN002279; GEN002280; GEN002281; GEN002283; GEN002284; GEN002285; GEN002286; GEN002288; GEN002289; GEN002291; GEN002293; GEN002294; GEN002295; GEN002297; GEN002298; GEN002299; GEN002300; GEN002303,98,base_event_stream,2026-07-28T09:24:54+00:00
编解码技术,音视频技术,traditional,多媒体,音视频工程师,2024-12,2025-01,GEN002055,GEN002057,2,GEN002055; GEN002057,2,base_event_stream,2026-07-28T09:24:54+00:00
网络协议,系统与运维,traditional,AI安全; 软件研发,AI安全工程师; 软件架构师,2024-12,2025-02,GEN001254,GEN000227,2,GEN000227; GEN001254,2,base_event_stream,2026-07-28T09:24:54+00:00
网络技术,通信与网络,traditional,软件研发; 数据; 基础设施; 安全; 技术支持; 多媒体; 芯片,Python开发工程师; iOS开发工程师; 嵌入式软件工程师; 驱动开发工程师; 软件开发工程师; 数据仓库工程师; 运维工程师; 安全工程师; 网络工程师; 服务器工程师; 技术支持工程师; 解决方案工程师; 音视频工程师; 芯片设计工程师; 芯片验证工程师,2024-12,2026-07,GEN000973,GEN002137,109,GEN000973; GEN001100; GEN001180; GEN001182; GEN001193; GEN001202; GEN001222; GEN001229; GEN001233; GEN001301; GEN001302; GEN001303; GEN001305; GEN001307; GEN001308; GEN001310; GEN001311; GEN001313; GEN001317; GEN001321; GEN001322; GEN001324; GEN001325; GEN001328; GEN001329; GEN001331; GEN001334; GEN001335; GEN001337; GEN001339; GEN001341; GEN001343; GEN001344; GEN001396; GEN001639; GEN001641; GEN001643; GEN001645; GEN001646; GEN001648; GEN001649; GEN001651; GEN001654; GEN001656; GEN001657; GEN001659; GEN001662; GEN001663; GEN001665; GEN001667; GEN001668; GEN001670; GEN001671; GEN001672; GEN001674; GEN001676; GEN001678; GEN001778; GEN001784; GEN001786; GEN001796; GEN001797; GEN001798; GEN001799; GEN001800; GEN001801; GEN001802; GEN001803; GEN001804; GEN001805; GEN001806; GEN001807; GEN001808; GEN001827; GEN001840; GEN001844; GEN001864; GEN001875; GEN001882; GEN001899; GEN001911; GEN001918; GEN002057; GEN002061; GEN002090; GEN002091; GEN002092; GEN002094; GEN002096; GEN002098; GEN002100; GEN002102; GEN002104; GEN002105; GEN002109; GEN002112; GEN002113; GEN002116; GEN002117; GEN002120; GEN002124; GEN002127; GEN002131; GEN002134; GEN002136; GEN002137; GEN002143; GEN002164; GEN002167,109,base_event_stream,2026-07-28T09:24:54+00:00
网络编程,软件工程,traditional,软件研发,C++开发工程师; iOS开发工程师,2024-12,2026-07,GEN000935,GEN000972,29,GEN000935; GEN000936; GEN000937; GEN000938; GEN000939; GEN000940; GEN000943; GEN000944; GEN000945; GEN000947; GEN000950; GEN000951; GEN000952; GEN000957; GEN000959; GEN000961; GEN000962; GEN000963; GEN000964; GEN000965; GEN000966; GEN000967; GEN000968; GEN000969; GEN000971; GEN000972; GEN001102; GEN001116; GEN001124,29,base_event_stream,2026-07-28T09:24:54+00:00
自动化技术,系统与运维,traditional,测试质量; 基础设施; 安全; 算法; 硬件; 产品,测试工程师; DevOps工程师; 信息安全工程师; 安全工程师; 控制算法工程师; 结构工程师; 硬件工程师; AI产品经理,2024-12,2026-07,GEN002007,GEN002241,57,GEN001604; GEN001609; GEN001610; GEN001621; GEN001622; GEN001623; GEN001748; GEN001755; GEN001766; GEN001767; GEN001783; GEN001791; GEN002007; GEN002008; GEN002009; GEN002010; GEN002011; GEN002012; GEN002013; GEN002016; GEN002017; GEN002019; GEN002021; GEN002022; GEN002023; GEN002024; GEN002025; GEN002027; GEN002028; GEN002029; GEN002220; GEN002221; GEN002222; GEN002223; GEN002224; GEN002225; GEN002226; GEN002228; GEN002229; GEN002230; GEN002231; GEN002232; GEN002233; GEN002234; GEN002235; GEN002236; GEN002237; GEN002238; GEN002239; GEN002240; GEN002241; GEN002279; GEN002289; GEN002300; GEN002305; GEN002311; GEN002312,57,base_event_stream,2026-07-28T09:24:54+00:00
自动化测试,软件开发,traditional,软件研发; 测试质量,Python开发工程师; 测试开发工程师,2024-12,2026-07,GEN001531,GEN001589,26,GEN000981; GEN000982; GEN001531; GEN001535; GEN001537; GEN001538; GEN001543; GEN001544; GEN001545; GEN001548; GEN001551; GEN001554; GEN001557; GEN001560; GEN001561; GEN001565; GEN001568; GEN001569; GEN001571; GEN001575; GEN001576; GEN001579; GEN001580; GEN001585; GEN001586; GEN001589,26,base_event_stream,2026-07-28T09:24:54+00:00
自动化运维,系统与运维,traditional,软件研发; 基础设施,软件架构师; DevOps工程师,2025-01,2025-02,GEN001257,GEN001623,3,GEN001257; GEN001258; GEN001623,3,base_event_stream,2026-07-28T09:24:54+00:00
自然语言处理,AI,traditional,AI算法; 软件研发,算法研究员; C++开发工程师,2025-06,2026-04,GEN000942,GEN000710,3,GEN000710; GEN000942; GEN000943,3,base_event_stream,2026-07-28T09:24:54+00:00
触觉技术,交互体验,traditional,机器人,机器人软件工程师,2024-12,2026-07,GEN001959,GEN001972,14,GEN001959; GEN001960; GEN001961; GEN001962; GEN001963; GEN001964; GEN001965; GEN001966; GEN001967; GEN001968; GEN001969; GEN001970; GEN001971; GEN001972,14,base_event_stream,2026-07-28T09:24:54+00:00
计算机体系结构,硬件与芯片,traditional,软件研发; 基础设施; 自动驾驶; 通信; 芯片; 硬件,客户端开发工程师; iOS开发工程师; 嵌入式软件工程师; 驱动开发工程师; 服务器工程师; 自动驾驶算法工程师; 通信工程师; 芯片设计工程师; 芯片验证工程师; 硬件工程师,2024-12,2026-07,GEN001179,GEN002173,79,GEN001068; GEN001126; GEN001132; GEN001179; GEN001185; GEN001191; GEN001192; GEN001194; GEN001219; GEN001229; GEN001251; GEN001820; GEN001822; GEN001823; GEN001824; GEN001825; GEN001826; GEN001827; GEN001831; GEN001833; GEN001834; GEN001837; GEN001838; GEN001842; GEN001843; GEN001845; GEN001848; GEN001851; GEN001852; GEN001853; GEN001855; GEN001857; GEN001858; GEN001977; GEN001994; GEN002000; GEN002002; GEN002006; GEN002071; GEN002072; GEN002073; GEN002074; GEN002075; GEN002076; GEN002078; GEN002079; GEN002080; GEN002081; GEN002083; GEN002084; GEN002085; GEN002087; GEN002088; GEN002089; GEN002091; GEN002092; GEN002094; GEN002095; GEN002098; GEN002100; GEN002101; GEN002105; GEN002109; GEN002111; GEN002114; GEN002116; GEN002118; GEN002120; GEN002123; GEN002125; GEN002128; GEN002131; GEN002133; GEN002136; GEN002137; GEN002163; GEN002173; GEN002295; GEN002303,79,base_event_stream,2026-07-28T09:24:54+00:00
计算机网络,通信与网络,traditional,AI应用; 软件研发; 基础设施; 安全,AI应用工程师; 全栈开发工程师; Go开发工程师; 客户端开发工程师; Android开发工程师; 软件架构师; DevOps工程师; 信息安全工程师; 安全工程师; 网络工程师; 服务器工程师,2024-12,2026-07,GEN000874,GEN001760,55,GEN000192; GEN000194; GEN000198; GEN000200; GEN000202; GEN000206; GEN000209; GEN000211; GEN000213; GEN000216; GEN000219; GEN000220; GEN000223; GEN000874; GEN001008; GEN001021; GEN001024; GEN001025; GEN001029; GEN001033; GEN001034; GEN001038; GEN001039; GEN001041; GEN001044; GEN001047; GEN001048; GEN001051; GEN001055; GEN001057; GEN001060; GEN001061; GEN001063; GEN001066; GEN001070; GEN001072; GEN001074; GEN001075; GEN001097; GEN001255; GEN001620; GEN001625; GEN001626; GEN001627; GEN001730; GEN001732; GEN001734; GEN001760; GEN001764; GEN001799; GEN001827; GEN001829; GEN001840; GEN001842; GEN001848,55,base_event_stream,2026-07-28T09:24:54+00:00
计算机视觉,计算机视觉与图形,new,AI算法; 算法; 软件研发; 数据; 测试质量; 技术支持; 自动驾驶; 硬件,大模型算法工程师; AI Agent算法工程师; AIGC算法工程师; 多模态算法工程师; 计算机视觉算法工程师; 广告算法工程师; 风控算法工程师; 机器学习算法工程师; 数据挖掘算法工程师; 算法研究员; 算法工程师; C++开发工程师; 嵌入式软件工程师; 驱动开发工程师; 数据分析师; 测试工程师; 技术支持工程师; 自动驾驶算法工程师; 控制算法工程师; 硬件工程师,2024-12,2026-07,GEN000002,GEN002029,318,GEN000002; GEN000003; GEN000004; GEN000005; GEN000006; GEN000009; GEN000011; GEN000013; GEN000014; GEN000016; GEN000018; GEN000019; GEN000021; GEN000025; GEN000026; GEN000028; GEN000031; GEN000033; GEN000034; GEN000036; GEN000037; GEN000042; GEN000043; GEN000046; GEN000047; GEN000049; GEN000051; GEN000053; GEN000058; GEN000059; GEN000061; GEN000064; GEN000066; GEN000067; GEN000068; GEN000069; GEN000071; GEN000072; GEN000074; GEN000075; GEN000078; GEN000080; GEN000083; GEN000084; GEN000087; GEN000088; GEN000089; GEN000090; GEN000093; GEN000094; GEN000095; GEN000097; GEN000098; GEN000101; GEN000102; GEN000103; GEN000107; GEN000109; GEN000110; GEN000112; GEN000113; GEN000308; GEN000309; GEN000311; GEN000312; GEN000313; GEN000314; GEN000317; GEN000318; GEN000320; GEN000322; GEN000323; GEN000324; GEN000325; GEN000327; GEN000329; GEN000330; GEN000334; GEN000335; GEN000336; GEN000338; GEN000341; GEN000342; GEN000343; GEN000344; GEN000345; GEN000346; GEN000347; GEN000349; GEN000351; GEN000354; GEN000356; GEN000357; GEN000358; GEN000359; GEN000362; GEN000364; GEN000366; GEN000370; GEN000371; GEN000374; GEN000375; GEN000379; GEN000381; GEN000382; GEN000385; GEN000388; GEN000391; GEN000393; GEN000447; GEN000449; GEN000451; GEN000453; GEN000454; GEN000455; GEN000456; GEN000457; GEN000459; GEN000462; GEN000463; GEN000465; GEN000466; GEN000467; GEN000469; GEN000470; GEN000472; GEN000473; GEN000474; GEN000584; GEN000586; GEN000587; GEN000588; GEN000589; GEN000590; GEN000591; GEN000594; GEN000595; GEN000598; GEN000600; GEN000603; GEN000605; GEN000610; GEN000612; GEN000614; GEN000615; GEN000616; GEN000617; GEN000618; GEN000621; GEN000622; GEN000625; GEN000626; GEN000627; GEN000628; GEN000630; GEN000633; GEN000635; GEN000636; GEN000637; GEN000638; GEN000640; GEN000642; GEN000644; GEN000645; GEN000647; GEN000649; GEN000650; GEN000653; GEN000654; GEN000655; GEN000657; GEN000659; GEN000661; GEN000664; GEN000665; GEN000667; GEN000678; GEN000681; GEN000683; GEN000684; GEN000685; GEN000686; GEN000688; GEN000689; GEN000690; GEN000693; GEN000695; GEN000697; GEN000698; GEN000700; GEN000703; GEN000704; GEN000707; GEN000709; GEN000710; GEN000711; GEN000712; GEN000713; GEN000715; GEN000717; GEN000720; GEN000721; GEN000722; GEN000724; GEN000725; GEN000727; GEN000729; GEN000730; GEN000732; GEN000733; GEN000735; GEN000737; GEN000739; GEN000744; GEN000745; GEN000748; GEN000749; GEN000751; GEN000755; GEN000756; GEN000758; GEN000759; GEN000760; GEN000761; GEN000766; GEN000767; GEN000768; GEN000770; GEN000771; GEN000773; GEN000774; GEN000775; GEN000776; GEN000942; GEN000967; GEN001195; GEN001231; GEN001236; GEN001245; GEN001246; GEN001248; GEN001251; GEN001252; GEN001253; GEN001440; GEN001454; GEN001463; GEN001604; GEN001618; GEN001861; GEN001862; GEN001865; GEN001867; GEN001869; GEN001872; GEN001873; GEN001875; GEN001878; GEN001880; GEN001882; GEN001885; GEN001886; GEN001888; GEN001890; GEN001891; GEN001892; GEN001893; GEN001895; GEN001896; GEN001973; GEN001975; GEN001976; GEN001978; GEN001979; GEN001981; GEN001982; GEN001983; GEN001984; GEN001985; GEN001986; GEN001988; GEN001990; GEN001991; GEN001993; GEN001994; GEN001995; GEN001996; GEN001997; GEN001998; GEN002000; GEN002001; GEN002004; GEN002006; GEN002007; GEN002008; GEN002009; GEN002010; GEN002011; GEN002012; GEN002013; GEN002014; GEN002015; GEN002016; GEN002017; GEN002018; GEN002020; GEN002021; GEN002022; GEN002023; GEN002024; GEN002025; GEN002026; GEN002027; GEN002028; GEN002029; GEN002279; GEN002290; GEN002301,318,base_event_stream,2026-07-28T09:24:54+00:00
